"DateTime";"Fiyat (open)";"Fiyat (high)";"Fiyat (low)";"Fiyat (close)";"Ağ. Ort. Fiyat";"Hacim"
"2019-07-26 00:00:00";1,125;1,4;0,1315;1,265;1,2959;8073601,73
"2019-07-29 00:00:00";1,325;1,4;1,125;1,25;1,2793;13551071,5
"2019-07-30 00:00:00";1,325;1,4;1;1,31;1,2853;5540359,33
"2019-07-31 00:00:00";1,35;1,4;1,1;1,25;1,3081;20378380,85
"2019-08-01 00:00:00";1,25;1,4;1,125;1,198;1,3098;11914034,38
"2019-08-02 00:00:00";1,325;1,4;1,125;1,25;1,306;17252505,75
"2019-08-05 00:00:00";1,25;1,4;1,125;1,325;1,2983;12359999,75
"2019-08-06 00:00:00";1,35;1,4;1,125;1,32;1,3043;15973608,8
"2019-08-07 00:00:00";1,25;1,35;1,125;1,325;1,3019;6675707,25
"2019-08-08 00:00:00";1,325;1,4;1,125;1,18;1,3093;6105278
"2019-08-09 00:00:00";1,325;1,35;1,125;1,3;1,3165;13722529,9
"2019-08-15 00:00:00";1,325;1,35;1,125;1,21;1,3135;3736967,2
"2019-08-16 00:00:00";1,25;1,35;1,125;1,25;1,3198;6557641,5
"2019-08-19 00:00:00";1,325;1,35;1,125;1,19;1,3168;7188072,45
"2019-08-20 00:00:00";1,35;1,4;1,125;1,39;1,3026;6520564,4
"2019-08-21 00:00:00";1,325;1,69;1,125;1,325;1,3247;5048558,5
"2019-08-22 00:00:00";1,325;1,4;1,125;1,2;1,304;3198244,25
"2019-08-23 00:00:00";1,35;1,4;1,125;1,2;1,3033;2962499,6
"2019-08-26 00:00:00";1,35;1,35;1,125;1,22;1,3151;4457246,35
"2019-08-27 00:00:00";1,35;1,4;1,125;1,33;1,3204;3836693,25
"2019-08-28 00:00:00";1,325;1,35;1,125;1,22;1,3224;3778139,9
"2019-08-29 00:00:00";1,35;1,38;1,125;1,3;1,3039;1808529,81
"2019-09-02 00:00:00";1,35;1,6;1,125;1,6;1,3787;4011813,24
"2019-09-03 00:00:00";1,325;1,6;1,125;1,17;1,342;2948927,65
"2019-09-04 00:00:00";1,4;1,6;1,125;1,32;1,3679;2123447,75
"2019-09-05 00:00:00";1,4;1,42;1,15;1,328;1,3181;3058737,75
"2019-09-06 00:00:00";1,325;1,35;1,125;1,265;1,3199;532095,92
"2019-09-09 00:00:00";1,35;1,35;1,125;1,3;1,324;1259726
"2019-09-10 00:00:00";1,325;1,35;1,25;1,25;1,3119;1308186,5
"2019-09-11 00:00:00";1,325;1,43;1,125;1,43;1,3167;824060,8
"2019-09-12 00:00:00";1,325;1,4;1,25;1,35;1,3206;855239,75
"2019-09-13 00:00:00";1,325;1,45;1,25;1,325;1,3229;1347698,75
"2019-09-16 00:00:00";1,325;1,325;1,125;1,275;1,2916;912956,5
"2019-09-17 00:00:00";1,325;1,335;1,25;1,25;1,3043;734271,2
"2019-09-18 00:00:00";1,325;1,35;1,295;1,3;1,3233;307717,75
"2019-09-19 00:00:00";1,35;1,4;1,25;1,25;1,3294;526724,9
"2019-09-20 00:00:00";1,25;1,62;1,21;1,351;1,3337;729152,34
"2019-09-23 00:00:00";1,25;1,325;1,23;1,255;1,2833;136847,55
"2019-09-24 00:00:00";1,35;1,35;1,25;1,259;1,3021;228454,88
"2019-09-25 00:00:00";1,325;1,45;1,125;1,3;1,3244;187345
"2019-09-26 00:00:00";1,275;1,325;1,25;1,25;1,2675;212512
"2019-09-27 00:00:00";1,325;1,64;1,25;1,38;1,3564;352055,9
"2019-09-30 00:00:00";1,25;1,42;1,125;1,3;1,3183;429127,3
"2019-10-01 00:00:00";1,325;1,4;1,29;1,4;1,3477;445960,1
"2019-10-02 00:00:00";1,25;1,435;1,25;1,285;1,366;517676
"2019-10-03 00:00:00";1,045;1,35;1,045;1,285;1,266;437213,39
"2019-10-04 00:00:00";1,35;1,36;1,26;1,36;1,3221;192009,6
"2019-10-07 00:00:00";1,275;1,49;1,25;1,34;1,3497;639937,6
"2019-10-08 00:00:00";1,325;1,46;1,28;1,355;1,3616;514375,7
"2019-10-09 00:00:00";1,325;1,47;1,2;1,4;1,4013;747859,8
"2019-10-10 00:00:00";1,25;1,61;1,25;1,39;1,4371;411908,6
"2019-10-11 00:00:00";1,325;1,4;1,325;1,392;1,3801;174857,8
"2019-10-14 00:00:00";1,36;1,45;1,275;1,395;1,3769;245028,8
"2019-10-15 00:00:00";1,35;1,5;1,3;1,45;1,3752;599508,9
"2019-10-16 00:00:00";1,3;1,45;1,3;1,35;1,3774;292318
"2019-10-17 00:00:00";1,25;1,51;1,25;1,5;1,4272;736954,1
"2019-10-18 00:00:00";1,35;1,65;1,35;1,384;1,4555;264033,32
"2019-10-21 00:00:00";1,37;1,67;1,125;1,42;1,475;719165,6
"2019-10-22 00:00:00";1,55;1,55;1,395;1,46;1,4391;371425,6
"2019-10-23 00:00:00";1,45;1,495;1,275;1,325;1,3745;442572,21
"2019-10-24 00:00:00";1,275;1,54;1,275;1,4;1,397;422984,4
"2019-10-25 00:00:00";1,25;1,42;1,25;1,4;1,4065;77553,2
"2019-10-28 00:00:00";1,45;1,55;1,45;1,45;1,5047;58200
"2019-10-30 00:00:00";1,475;1,51;1,25;1,435;1,429;393747,8
"2019-10-31 00:00:00";1,395;1,52;1,395;1,49;1,4387;432944,7
"2019-11-01 00:00:00";1,507;1,507;1,35;1,4575;1,446;383183,7
"2019-11-04 00:00:00";1,41;1,5;1,41;1,5;1,462;206322,9
"2019-11-05 00:00:00";1,25;1,505;1,25;1,4;1,4267;407428,07
"2019-11-06 00:00:00";1,499;1,499;1,44;1,44;1,4601;173543,02
"2019-11-07 00:00:00";1,49;1,52;1,425;1,435;1,469;393943,4
"2019-11-08 00:00:00";1,464;1,495;1,464;1,465;1,4767;177029,78
"2019-11-11 00:00:00";1,375;1,511;1,375;1,47;1,4627;216452,82
"2019-11-12 00:00:00";1,375;1,54;1,375;1,47;1,4652;247325,77
"2019-11-13 00:00:00";1,45;1,5;1,415;1,465;1,4583;487762,55
"2019-11-14 00:00:00";1,4995;1,51;1,45;1,51;1,483;213723,23
"2019-11-15 00:00:00";1,525;1,53;1,525;1,53;1,5255;52386,9
"2019-11-18 00:00:00";1,515;1,535;1,425;1,51;1,4828;486507,9
"2019-11-19 00:00:00";1,48;1,56;1,38;1,45;1,4873;236655,6
"2019-11-20 00:00:00";1,45;1,5;1,4;1,484;1,4649;308582,53
"2019-11-21 00:00:00";1,63;1,63;1,35;1,48;1,4707;385610,91
"2019-11-22 00:00:00";1,55;1,617;1,42;1,47;1,456;285255,38
"2019-11-25 00:00:00";1,48;1,62;1,445;1,45;1,4834;601848,6
"2019-11-26 00:00:00";1,45;1,47;1,45;1,47;1,4646;75120,6
"2019-11-27 00:00:00";1,52;1,55;1,32;1,455;1,4736;412288,55
"2019-11-28 00:00:00";1,641;1,641;1,45;1,485;1,4811;624669,1
"2019-11-29 00:00:00";1,275;1,51;1,275;1,48;1,4765;595130,8
"2019-12-02 00:00:00";1,43;1,6;1,43;1,55;1,543;710776
"2019-12-03 00:00:00";1,48;1,56;1,47;1,5;1,4892;467291,2
"2019-12-04 00:00:00";1,54;1,58;1,46;1,58;1,5333;150624,06
"2019-12-05 00:00:00";1,46;1,485;1,45;1,485;1,4633;72871,12
"2019-12-06 00:00:00";1,52;1,52;1,46;1,52;1,5008;137236
"2019-12-09 00:00:00";1,56;1,61;1,54;1,54;1,5791;75906,4
"2019-12-10 00:00:00";1,55;1,61;1,4;1,51;1,5509;316608,7
"2019-12-11 00:00:00";1,425;1,61;1,375;1,54;1,4333;7454578,45
"2019-12-12 00:00:00";1,45;1,63;1,375;1,45;1,4506;1095851,1
"2019-12-13 00:00:00";1,45;1,55;1,4;1,4;1,4374;621849,7
"2019-12-16 00:00:00";1,55;1,65;1,49;1,51;1,5438;323847,9
"2019-12-17 00:00:00";1,5;1,675;1,4;1,45;1,5244;564743,7
"2019-12-18 00:00:00";1,66;1,7;1,5;1,52;1,61;435685,8
"2019-12-19 00:00:00";1,6;1,685;1,375;1,56;1,4536;1130183,7
"2019-12-20 00:00:00";1,64;1,64;1,359;1,525;1,5232;463458,78
"2019-12-23 00:00:00";1,45;1,66;1,4;1,55;1,5202;407417,2
"2019-12-24 00:00:00";1,5;1,68;1,48;1,51;1,5679;518767,8
"2019-12-25 00:00:00";1,56;1,66;1,47;1,47;1,5618;609268,5
"2019-12-26 00:00:00";1,54;1,685;1,48;1,685;1,555;703134,5
"2019-12-27 00:00:00";1,53;1,7;1,5;1,595;1,5841;573238,1
"2019-12-30 00:00:00";1,49;1,6;1,49;1,59;1,5513;497713,6
"2019-12-31 00:00:00";1,55;1,6;1,545;1,545;1,5706;308504,6
"2020-01-02 00:00:00";1,56;1,615;1,56;1,6;1,5966;273889,2
"2020-01-03 00:00:00";1,56;1,58;1,56;1,56;1,5619;390067,2
"2020-01-06 00:00:00";1,6;1,7;1,55;1,55;1,6297;174070
"2020-01-07 00:00:00";1,35;1,69;1,35;1,6;1,584;407013,6
"2020-01-08 00:00:00";1,54;1,6;1,54;1,55;1,5524;183771,8
"2020-01-09 00:00:00";1,55;1,68;1,48;1,68;1,5587;511995
"2020-01-10 00:00:00";1,6;1,7;1,5;1,59;1,5928;288452,6
"2020-01-13 00:00:00";1,56;1,68;1,55;1,57;1,6035;422039,3
"2020-01-14 00:00:00";1,575;1,675;1,575;1,6;1,6055;309452,8
"2020-01-15 00:00:00";1,585;1,685;1;1,56;1,5758;343956,84
"2020-01-16 00:00:00";1,475;1,565;1,4;1,475;1,4647;136122575,7
"2020-01-17 00:00:00";1,475;1,68;1,425;1,68;1,4702;48458285,55
"2020-01-18 00:00:00";1,475;1,68;1,425;1,68;1,4702;48458285,55
"2020-01-20 00:00:00";1,5;1,66;1,425;1,475;1,4783;10283057,95
"2020-01-21 00:00:00";1,5;1,669;1,425;1,669;1,4836;4011904,99
"2020-01-22 00:00:00";1,5;1,67;1,425;1,55;1,4966;3321109,1
"2020-01-23 00:00:00";1,55;1,665;1,5;1,58;1,583;937047,6
"2020-01-24 00:00:00";1,665;1,7;1,525;1,6;1,6064;536215
"2020-01-27 00:00:00";1,59;1,67;1,55;1,6;1,5628;1946423,6
"2020-01-28 00:00:00";1,6;1,67;1,55;1,6;1,6075;815579,2
"2020-01-29 00:00:00";1,55;1,65;1,5;1,625;1,5566;1136974,5
"2020-01-30 00:00:00";1,56;1,65;1,56;1,63;1,5992;273194,7
"2020-02-03 00:00:00";1,65;1,68;1,6;1,6;1,6114;535833,4
"2020-02-04 00:00:00";1,67;1,7;1,5;1,5;1,578;265129,4
"2020-02-05 00:00:00";1,6;1,73;1,6;1,6;1,652;275912,4
"2020-02-06 00:00:00";1,5;1,7;1,5;1,6;1,6233;313593,8
"2020-02-07 00:00:00";1,63;1,645;1,6;1,62;1,6308;368831,25
"2020-02-10 00:00:00";1,58;1,66;1,58;1,595;1,6002;173330,4
"2020-02-11 00:00:00";1,5;1,65;1,5;1,59;1,6211;365018
"2020-02-12 00:00:00";1,64;1,71;1,58;1,58;1,6697;134011,7
"2020-02-13 00:00:00";1,5;1,73;1,5;1,63;1,619;259772,7
"2020-02-14 00:00:00";1,5;1,56;1,425;1,475;1,4793;175172638,85
"2020-02-17 00:00:00";1,5;1,575;1,425;1,56;1,4766;26425502,65
"2020-02-18 00:00:00";1,45;1,6;1,425;1,57;1,4768;6139894,7
"2020-02-19 00:00:00";1,475;1,6;1,33;1,475;1,4753;4969112,14
"2020-02-20 00:00:00";1,61;1,61;1,575;1,585;1,5861;177576,6
"2020-02-21 00:00:00";1,575;1,575;1,555;1,555;1,5699;146782,5
"2020-02-24 00:00:00";1,5;1,6;1,5;1,555;1,5666;175930,85
"2020-02-25 00:00:00";1,55;1,65;1,55;1,56;1,5874;196613,6
"2020-02-26 00:00:00";1,575;1,622;1,575;1,622;1,5987;84540,9
"2020-02-27 00:00:00";1,57;1,6;1,55;1,58;1,5667;197557,4
"2020-02-28 00:00:00";1,58;1,635;1,575;1,59;1,5929;254307
"2020-03-02 00:00:00";1,6;1,69;1,565;1,69;1,5841;260083,6
"2020-03-03 00:00:00";1,58;1,6;1,3;1,6;1,4383;277905
"2020-03-04 00:00:00";1,635;1,685;1,499;1,685;1,5838;474706,9
"2020-03-05 00:00:00";1,595;1,63;1,55;1,63;1,5838;355341
"2020-03-06 00:00:00";1,54;1,68;1,475;1,586;1,5854;492908,3
"2020-03-09 00:00:00";1,595;1,595;1,45;1,57;1,5595;491172,6
"2020-03-10 00:00:00";1,565;1,68;1,56;1,6;1,5826;690719,3
"2020-03-11 00:00:00";1,56;1,68;1,56;1,565;1,6152;179483,6
"2020-03-12 00:00:00";1,45;1,575;1,425;1,475;1,4857;162168592,78
"2020-03-13 00:00:00";1,475;1,55;1,425;1,475;1,4756;19335420,5
"2020-03-16 00:00:00";1,475;1,675;1,3;1,5;1,4824;14766556,22
"2020-03-17 00:00:00";1,475;1,598;1,425;1,475;1,4903;5372287,06
"2020-03-18 00:00:00";1,475;1,63;1,425;1,475;1,4902;6765834,5
"2020-03-19 00:00:00";1,475;1,675;1,425;1,675;1,497;9131093,7
"2020-03-20 00:00:00";1,475;1,67;1,425;1,475;1,4807;7693113,28
"2020-03-23 00:00:00";1,54;1,6;1,54;1,58;1,5815;208831,7
"2020-03-24 00:00:00";1,58;1,73;1,5;1,59;1,5941;390634,6
"2020-03-25 00:00:00";1,6;1,65;1,5;1,63;1,6044;640052,77
"2020-03-26 00:00:00";1,61;1,65;1,56;1,56;1,6281;301770,25
"2020-03-27 00:00:00";1,6;1,65;1,57;1,57;1,638;431187
"2020-03-30 00:00:00";1,58;1,65;1,575;1,6;1,605;376350,2
"2020-03-31 00:00:00";1,6;1,72;1,575;1,65;1,642;420105
"2020-04-01 00:00:00";1,63;1,65;1,55;1,65;1,6378;267218
"2020-04-02 00:00:00";1,66;1,7;1,59;1,67;1,6668;464382,9
"2020-04-03 00:00:00";1,559;1,7;1,559;1,62;1,6383;239517,12
"2020-04-06 00:00:00";1,63;1,65;1,595;1,63;1,6297;227241,1
"2020-04-07 00:00:00";1,62;1,735;1,52;1,52;1,6167;362910,3
"2020-04-08 00:00:00";1,64;1,7;1,6;1,645;1,6451;398316,7
"2020-04-09 00:00:00";1,625;1,75;1,579;1,645;1,6398;413674,88
"2020-04-10 00:00:00";1,64;1,65;1,6;1,645;1,6269;344127,2
"2020-04-13 00:00:00";1,475;1,65;1,425;1,475;1,4809;186063514,6
"2020-04-14 00:00:00";1,5;1,688;1,425;1,475;1,4863;48910228,3
"2020-04-15 00:00:00";1,475;1,68;1,425;1,475;1,4937;9394646,88
"2020-04-16 00:00:00";1,5;1,67;1,45;1,65;1,4874;8093611,9
"2020-04-17 00:00:00";1,475;1,65;1,475;1,475;1,4846;3808385,5
"2020-04-20 00:00:00";1,45;1,6;1,425;1,475;1,4808;2871611
"2020-04-21 00:00:00";1,475;1,74;1,425;1,699;1,4858;11884360,41
"2020-04-22 00:00:00";1,475;1,7;1,425;1,63;1,4986;7708319,2
"2020-04-24 00:00:00";1,475;1,67;1,45;1,475;1,5085;928469,2
"2020-04-27 00:00:00";1,475;1,74;1,425;1,699;1,5436;1984316,8
"2020-04-28 00:00:00";1,649;1,68;1,63;1,63;1,6474;400546,94
"2020-04-29 00:00:00";1,67;1,7;1,65;1,7;1,6769;899991,78
"2020-04-30 00:00:00";1,6;1,72;1,6;1,7;1,6814;723403,05
"2020-05-04 00:00:00";1,63;1,705;1,58;1,7;1,682;457793,95
"2020-05-05 00:00:00";1,67;1,7;1,599;1,63;1,6798;406905,42
"2020-05-06 00:00:00";1,68;1,7111;1,6355;1,7111;1,6711;266226,13
"2020-05-07 00:00:00";1,67;1,71;1,62;1,6875;1,6908;131713,85
"2020-05-08 00:00:00";1,691;1,691;1,6;1,64;1,6474;224440,88
"2020-05-11 00:00:00";1,63;1,72;1,56;1,67;1,682;342854,1
"2020-05-12 00:00:00";1,6;1,64;1,55;1,57;1,5805;89648
"2020-05-13 00:00:00";1,619;1,65;1,562;1,562;1,6286;196054,68
"2020-05-14 00:00:00";1,525;1,7;1,425;1,475;1,4786;38541383,15
"2020-05-15 00:00:00";1,475;1,7;1,45;1,45;1,4716;18207345,09
"2020-05-18 00:00:00";1,475;1,655;1,45;1,6199;1,5513;460226,6
"2020-05-20 00:00:00";1,45;1,63;1,45;1,63;1,4737;677890,2
"2020-05-21 00:00:00";1,63;1,64;1,475;1,5;1,5281;405105,8
"2020-05-22 00:00:00";1,589;1,665;1,45;1,45;1,4951;2096583,4
"2020-05-28 00:00:00";1,64;1,64;1,64;1,64;1,64;56334
"2020-05-29 00:00:00";1,65;1,65;1,58;1,58;1,6309;161429,3
"2020-06-01 00:00:00";1,65;1,65;1,5;1,5;1,6196;953847
"2020-06-02 00:00:00";1,6;1,65;1,575;1,579;1,6096;595457
"2020-06-03 00:00:00";1,575;1,65;1,575;1,6;1,6377;6300025,5
"2020-06-04 00:00:00";1,6;1,65;1,575;1,62;1,6232;8508689,9
"2020-06-05 00:00:00";1,6;1,65;1,575;1,6;1,6196;4543156,75
"2020-06-08 00:00:00";1,65;1,67;1,575;1,67;1,6174;12311464,55
"2020-06-09 00:00:00";1,65;1,65;1,575;1,65;1,6361;4335179
"2020-06-10 00:00:00";1,575;1,65;1,575;1,62;1,6325;6766720,95
"2020-06-11 00:00:00";1,6;1,662;1,35;1,662;1,6124;5745321,06
"2020-06-12 00:00:00";1,6;1,65;1,52;1,625;1,6289;2244460,45
"2020-06-15 00:00:00";1,65;1,65;1,575;1,61;1,6373;5566763,05
"2020-06-16 00:00:00";1,65;1,65;1,45;1,45;1,6058;1468881
"2020-06-17 00:00:00";1,625;1,65;1,475;1,475;1,6292;9197479
"2020-06-18 00:00:00";1,65;1,65;1,475;1,475;1,6237;2684919,5
"2020-06-19 00:00:00";1,625;1,65;1,575;1,65;1,626;5267377
"2020-06-22 00:00:00";1,575;1,65;1,575;1,6;1,6227;11610789
"2020-06-23 00:00:00";1,625;1,65;1,575;1,6;1,6319;4369539,5
"2020-06-24 00:00:00";1,65;1,87;1,575;1,87;1,6682;5091607,8
"2020-06-25 00:00:00";1,65;1,88;1,575;1,87;1,6831;8074663,8
"2020-06-26 00:00:00";1,625;1,89;1,575;1,87;1,711;3174659
"2020-06-29 00:00:00";1,7;1,89;1,425;1,69;1,6632;6787059,07
"2020-06-30 00:00:00";1,575;1,7;1,425;1,6;1,6256;12493129,75
"2020-07-01 00:00:00";1,65;1,7;1,425;1,69;1,632;12246776,2
"2020-07-02 00:00:00";1,625;1,725;1,425;1,6;1,6371;13795105,25
"2020-07-03 00:00:00";1,6;1,7;1,425;1,66;1,6352;20094579,3
"2020-07-06 00:00:00";1,65;1,75;1,425;1,75;1,6334;42028286
"2020-07-07 00:00:00";1,6;1,7;1,425;1,63;1,642;25517585,2
"2020-07-08 00:00:00";1,6;1,7;1,425;1,7;1,6364;23659375,95
"2020-07-09 00:00:00";1,575;1,745;1,425;1,72;1,6401;22355072,3
"2020-07-10 00:00:00";1,6;1,85;1,425;1,685;1,6406;18465336,5
"2020-07-13 00:00:00";1,65;1,71;1,425;1,69;1,6379;34586363,35
"2020-07-14 00:00:00";1,6;1,75;1,425;1,69;1,6345;37953661,65
"2020-07-16 00:00:00";1,625;1,8;1,425;1,685;1,6363;25749183,96
"2020-07-17 00:00:00";1,425;1,8;1,425;1,69;1,6399;29869785,41
"2020-07-20 00:00:00";1,6;1,8;1,425;1,694;1,6463;18926210,72
"2020-07-21 00:00:00";1,575;1,82;1,425;1,71;1,6434;14302727,14
"2020-07-22 00:00:00";1,625;1,84;1,575;1,77;1,6829;8844864,55
"2020-07-23 00:00:00";1,575;1,82;1,425;1,729;1,6592;10381980,08
"2020-07-24 00:00:00";1,6;1,76;1,425;1,74;1,6653;4426023,28
"2020-07-27 00:00:00";1,575;1,815;1,575;1,72;1,6684;5846522,8
"2020-07-28 00:00:00";1,575;1,77;1,575;1,71;1,6594;6581492,55
"2020-07-29 00:00:00";1,575;1,775;1,575;1,71;1,6763;6006838,48
"2020-07-30 00:00:00";1,575;1,779;1,575;1,71;1,6584;2254024,69
"2020-08-04 00:00:00";1,6;1,8;1,575;1,72;1,6987;1479775,2
"2020-08-05 00:00:00";1,6;1,78;1,35;1,765;1,6977;2487809,05
"2020-08-06 00:00:00";1,425;1,82;1,425;1,72;1,7133;2072013,2
"2020-08-07 00:00:00";1,625;1,8;1,575;1,735;1,7066;3254239,68
"2020-08-10 00:00:00";1,6;1,81;1,6;1,7299;1,7136;1696970,04
"2020-08-11 00:00:00";1,65;1,85;1,625;1,725;1,7257;2439193,28
"2020-08-12 00:00:00";1,625;1,8;1,575;1,71;1,7187;2695688,5
"2020-08-13 00:00:00";1,625;1,81;1,575;1,81;1,7264;1871770,72
"2020-08-14 00:00:00";1,65;1,95;1,575;1,74;1,7563;1892762,9
"2020-08-17 00:00:00";1,65;1,82;1,625;1,725;1,7321;2589219,19
"2020-08-18 00:00:00";1,7;1,83;1,625;1,78;1,7302;1982009,82
"2020-08-19 00:00:00";1,425;1,78;1,425;1,715;1,7301;2469168,95
"2020-08-20 00:00:00";1,65;1,8;1,6;1,735;1,7298;1932788,84
"2020-08-21 00:00:00";1,65;1,83;1,625;1,72;1,7505;1382296,13
"2020-08-24 00:00:00";1,65;1,79;1,65;1,735;1,7294;1281022,12
"2020-08-25 00:00:00";1,625;1,845;1,625;1,78;1,7539;1720904,24
"2020-08-26 00:00:00";1,625;1,85;1,625;1,76;1,7594;1405909,92
"2020-08-27 00:00:00";1,72;1,78;1,7;1,71;1,7353;1070864
"2020-08-28 00:00:00";1,625;1,84;1,625;1,725;1,7444;3173492,75
"2020-08-31 00:00:00";1,7;1,84;1,575;1,8;1,7672;1484891,2
"2020-09-01 00:00:00";1,625;1,84;1,625;1,77;1,7448;2333847,63
"2020-09-02 00:00:00";1,625;1,84;1,625;1,74;1,7563;2923144,73
"2020-09-03 00:00:00";1,74;1,8;1,725;1,782;1,7528;855236,92
"2020-09-04 00:00:00";1,625;1,84;1,625;1,749;1,7814;1290795,23
"2020-09-07 00:00:00";1,749;1,92;1,72;1,76;1,7777;2991616,78
"2020-09-08 00:00:00";1,65;1,83;1,65;1,7;1,7877;1865105,03
"2020-09-09 00:00:00";1,79;1,83;1,75;1,81;1,7985;1271962,09
"2020-09-10 00:00:00";1,799;1,84;1,73;1,8;1,7941;1014012,31
"2020-09-11 00:00:00";1,65;1,9;1,65;1,8;1,8138;2751399,77
"2020-09-14 00:00:00";1,8;1,87;1,76;1,81;1,8023;983397,9
"2020-09-15 00:00:00";1,8;1,89;1,75;1,89;1,8065;2124658,24
"2020-09-16 00:00:00";1,78;1,89;1,75;1,81;1,8167;1695743,31
"2020-09-17 00:00:00";1,81;1,935;1,765;1,79;1,8371;1922064,89
"2020-09-18 00:00:00";1,81;1,925;1,78;1,81;1,843;1049154,28
"2020-09-21 00:00:00";1,81;1,885;1,78;1,84;1,8281;1435926,84
"2020-09-22 00:00:00";1,82;1,885;1,75;1,885;1,8402;3053995,2
"2020-09-23 00:00:00";1,85;1,9;1,795;1,844;1,8504;1622776,16
"2020-09-24 00:00:00";1,855;1,91;1,8;1,905;1,8693;2420479,1
"2020-09-25 00:00:00";1,88;1,91;1,819;1,819;1,8777;2560653,32
"2020-09-28 00:00:00";1,87;1,92;1,8;1,87;1,8813;2086179,55
"2020-09-29 00:00:00";1,875;1,919;1,815;1,875;1,8709;4605941,63
"2020-09-30 00:00:00";1,909;2;1,825;1,9;1,8975;2914732,76
"2020-10-01 00:00:00";1,919;1,965;1,855;1,899;1,9046;1882461,02
"2020-10-02 00:00:00";1,91;1,95;1,875;1,95;1,9165;2803612,53
"2020-10-05 00:00:00";1,89;1,97;1,85;1,92;1,9171;1846106,42
"2020-10-06 00:00:00";1,889;1,975;1,85;1,9;1,9285;4183745,8
"2020-10-07 00:00:00";1,939;1,99;1,86;1,965;1,9457;2979105,35
"2020-10-08 00:00:00";1,964;2;1,85;1,95;1,9434;2711196,3
"2020-10-09 00:00:00";1,949;2,05;1,9;1,945;1,9715;4362799,72
"2020-10-12 00:00:00";1,979;2,15;1,87;2;2,0132;2531439,7
"2020-10-13 00:00:00";1,95;2,065;1,9;2;2,0247;3415492,05
"2020-10-14 00:00:00";2;2,121;1,9;2,05;2,0403;3498974,66
"2020-10-15 00:00:00";2,06;2,2;1,95;2,1;2,0693;2065022,56
"2020-10-16 00:00:00";2,22;2,22;1,95;2,14;2,0689;4195338,95
"2020-10-19 00:00:00";2,109;2,2;2;2,13;2,1057;2051341,2
"2020-10-20 00:00:00";2,2;2,26;1,95;2,07;2,1399;4069082,62
